case_id,activity,start_time,end_time,resource
435,Check credit history,2025-02-04 13:39:29.833743+00:00,2025-02-04 13:39:29.833743+00:00,2025-02-04 13:42:53.634460+00:00,Loan Officer-000003
434,Assess loan risk,2025-02-04 13:40:18.135858+00:00,2025-02-04 13:40:18.135858+00:00,2025-02-04 13:41:54.572892+00:00,Loan Officer-000002
433,AML check,2025-02-04 13:41:33.950588+00:00,2025-02-04 13:41:33.950588+00:00,2025-02-04 13:44:35.918041+00:00,Clerk-000004
434,Design loan offer,2025-02-04 13:41:54.572892+00:00,2025-02-04 13:41:54.572892+00:00,2025-02-04 13:51:15.583961+00:00,Senior Officer-000002
430,Assess loan risk,2025-02-04 13:42:20.690825+00:00,2025-02-04 13:42:20.690825+00:00,2025-02-04 13:54:24.670928+00:00,Loan Officer-000004
435,AML check,2025-02-04 13:42:53.634460+00:00,2025-02-04 13:42:53.634460+00:00,2025-02-05 07:48:37.336499+00:00,Clerk-000008
433,Assess loan risk,2025-02-04 13:44:35.918041+00:00,2025-02-04 13:44:35.918041+00:00,2025-02-04 13:52:34.779551+00:00,Clerk-000002
434,Approve loan offer,2025-02-04 13:51:15.583961+00:00,2025-02-04 13:51:15.583961+00:00,2025-02-04 14:34:58.956601+00:00,Senior Officer-000001
433,Design loan offer,2025-02-04 13:52:34.779551+00:00,2025-02-04 13:52:34.779551+00:00,2025-02-04 13:54:43.476798+00:00,Clerk-000007
430,Design loan offer,2025-02-04 13:54:24.670928+00:00,2025-02-04 13:54:24.670928+00:00,2025-02-04 13:57:01.744072+00:00,Applicant-000001
433,Approve loan offer,2025-02-04 13:54:43.476798+00:00,2025-02-04 13:54:43.476798+00:00,2025-02-04 14:30:25.824140+00:00,Clerk-000003
430,Approve loan offer,2025-02-04 13:57:01.744072+00:00,2025-02-04 13:57:01.744072+00:00,2025-02-04 14:26:28.905545+00:00,Appraiser-000002
436,Check application form completeness,2025-02-04 14:00:00.000000+00:00,2025-02-04 14:00:00.000000+00:00,2025-02-04 14:31:53.569649+00:00,Clerk-000005
432,Check application form completeness,2025-02-04 14:25:13.837382+00:00,2025-02-04 14:25:13.837382+00:00,2025-02-04 14:26:46.425214+00:00,AML Investigator-000001
432,Check credit history,2025-02-04 14:26:46.425214+00:00,2025-02-04 14:26:46.425214+00:00,2025-02-04 14:36:29.949437+00:00,Loan Officer-000001
437,Check application form completeness,2025-02-04 14:30:00.000000+00:00,2025-02-04 14:30:00.000000+00:00,2025-02-04 14:41:54.020465+00:00,Appraiser-000001
433,Approve application,2025-02-04 14:30:30.918208+00:00,2025-02-04 14:30:30.918208+00:00,2025-02-04 14:37:45.623350+00:00,Clerk-000006
436,Check credit history,2025-02-04 14:31:53.569649+00:00,2025-02-04 14:31:53.569649+00:00,2025-02-05 09:15:38.237280+00:00,Loan Officer-000002
434,Cancel application,2025-02-04 14:34:59.000676+00:00,2025-02-04 14:34:59.000676+00:00,2025-02-04 14:35:48.726776+00:00,Clerk-000001
432,Appraise property,2025-02-04 14:36:29.949437+00:00,2025-02-04 14:36:29.949437+00:00,2025-02-04 14:52:44.980330+00:00,Loan Officer-000003
437,Check credit history,2025-02-04 14:41:54.020465+00:00,2025-02-04 14:41:54.020465+00:00,2025-02-04 14:48:23.776285+00:00,Clerk-000004
437,Appraise property,2025-02-04 14:48:23.776285+00:00,2025-02-04 14:48:23.776285+00:00,2025-02-05 07:50:24.542946+00:00,Senior Officer-000002
432,Assess loan risk,2025-02-04 14:52:44.980330+00:00,2025-02-04 14:52:44.980330+00:00,2025-02-05 07:52:36.661693+00:00,Clerk-000002
438,Check application form completeness,2025-02-04 15:01:46.304673+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:49:30.226480+00:00,Loan Officer-000004
420,Cancel application,2025-02-04 16:00:07.031294+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:50:04.172733+00:00,Clerk-000007
422,Check application form completeness,2025-02-04 20:42:49.935074+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:51:37.906985+00:00,Applicant-000001
424,Reject application,2025-02-04 23:14:11.651901+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:52:32.367917+00:00,AML Investigator-000002
439,Check application form completeness,2025-02-04 23:20:49.958799+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:48:45.789868+00:00,Appraiser-000002
430,Cancel application,2025-02-05 01:12:47.737536+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:50:03.515565+00:00,AML Investigator-000001
441,Check application form completeness,2025-02-05 07:30:00.000000+00:00,2025-02-05 07:48:00.000000+00:00,2025-02-05 07:51:07.250982+00:00,Clerk-000003
435,Assess loan risk,2025-02-05 07:48:37.336499+00:00,2025-02-05 07:48:37.336499+00:00,2025-02-05 07:54:02.439662+00:00,Clerk-000005
439,Check credit history,2025-02-05 07:48:45.789868+00:00,2025-02-05 07:48:45.789868+00:00,2025-02-05 07:51:22.795870+00:00,Senior Officer-000001
438,Check credit history,2025-02-05 07:49:30.226480+00:00,2025-02-05 07:49:30.226480+00:00,2025-02-05 09:00:01.772606+00:00,Clerk-000001
437,Assess loan risk,2025-02-05 07:50:24.542946+00:00,2025-02-05 07:50:24.542946+00:00,2025-02-05 09:06:05.948855+00:00,Loan Officer-000001
441,Return application back to applicant,2025-02-05 07:51:07.250982+00:00,2025-02-05 07:51:07.250982+00:00,2025-02-05 07:52:05.241504+00:00,Clerk-000006
439,Appraise property,2025-02-05 07:51:22.795870+00:00,2025-02-05 07:51:22.795870+00:00,2025-02-05 07:52:08.478518+00:00,Appraiser-000001
422,Check credit history,2025-02-05 07:51:37.906985+00:00,2025-02-05 07:51:37.906985+00:00,2025-02-05 07:51:40.911721+00:00,Clerk-000004
422,Appraise property,2025-02-05 07:51:40.911721+00:00,2025-02-05 07:51:40.911721+00:00,2025-02-05 07:52:57.382124+00:00,Loan Officer-000003
441,Applicant completes form,2025-02-05 07:52:05.241504+00:00,2025-02-05 07:52:05.241504+00:00,2025-02-05 09:13:19.312326+00:00,Clerk-000008
439,Assess loan risk,2025-02-05 07:52:08.478518+00:00,2025-02-05 07:52:08.478518+00:00,2025-02-05 07:56:18.122389+00:00,Appraiser-000002
432,Design loan offer,2025-02-05 07:52:36.661693+00:00,2025-02-05 07:52:36.661693+00:00,2025-02-05 07:53:29.846099+00:00,Loan Officer-000004
422,Assess loan risk,2025-02-05 07:52:57.382124+00:00,2025-02-05 07:52:57.382124+00:00,2025-02-05 07:53:07.266256+00:00,AML Investigator-000001
422,Design loan offer,2025-02-05 07:53:07.266256+00:00,2025-02-05 07:53:07.266256+00:00,2025-02-05 09:00:05.295520+00:00,Clerk-000007
432,Approve loan offer,2025-02-05 07:53:29.846099+00:00,2025-02-05 07:53:29.846099+00:00,2025-02-05 09:10:49.312471+00:00,Senior Officer-000002
435,Design loan offer,2025-02-05 07:54:02.439662+00:00,2025-02-05 07:54:02.439662+00:00,2025-02-05 07:54:02.864118+00:00,Clerk-000003
435,Approve loan offer,2025-02-05 07:54:02.864118+00:00,2025-02-05 07:54:02.864118+00:00,2025-02-05 07:57:16.394485+00:00,Senior Officer-000001
439,Reject application,2025-02-05 07:56:18.143057+00:00,2025-02-05 07:56:18.143057+00:00,2025-02-05 07:59:05.360970+00:00,Applicant-000001
442,Check application form completeness,2025-02-05 08:13:07.567330+00:00,2025-02-05 09:00:00.000000+00:00,2025-02-05 09:05:02.885154+00:00,Clerk-000004
443,Check application form completeness,2025-02-05 08:30:00.642452+00:00,2025-02-05 09:00:00.000000+00:00,2025-02-05 09:06:55.567568+00:00,Clerk-000006
444,Check application form completeness,2025-02-05 09:00:00.111026+00:00,2025-02-05 09:00:00.111026+00:00,2025-02-05 09:01:16.169166+00:00,Appraiser-000001
438,Appraise property,2025-02-05 09:00:01.772606+00:00,2025-02-05 09:00:01.772606+00:00,2025-02-05 09:02:46.332152+00:00,AML Investigator-000002
422,Approve loan offer,2025-02-05 09:00:05.295520+00:00,2025-02-05 09:00:05.295520+00:00,2025-02-05 09:17:37.113339+00:00,Clerk-000002
444,Check credit history,2025-02-05 09:01:16.169166+00:00,2025-02-05 09:01:16.169166+00:00,2025-02-05 09:11:47.934607+00:00,Loan Officer-000003
438,Assess loan risk,2025-02-05 09:02:46.332152+00:00,2025-02-05 09:02:46.332152+00:00,2025-02-05 09:08:20.502758+00:00,AML Investigator-000001
442,Check credit history,2025-02-05 09:05:02.885154+00:00,2025-02-05 09:05:02.885154+00:00,2025-02-05 09:27:19.596413+00:00,Loan Officer-000004
437,Design loan offer,2025-02-05 09:06:05.948855+00:00,2025-02-05 09:06:05.948855+00:00,2025-02-05 09:07:02.246043+00:00,Clerk-000005
443,Check credit history,2025-02-05 09:06:55.567568+00:00,2025-02-05 09:06:55.567568+00:00,2025-02-05 09:10:03.412212+00:00,Clerk-000003
437,Approve loan offer,2025-02-05 09:07:02.246043+00:00,2025-02-05 09:07:02.246043+00:00,2025-02-05 09:07:23.762918+00:00,Appraiser-000002
437,Cancel application,2025-02-05 09:07:52.431657+00:00,2025-02-05 09:07:52.431657+00:00,2025-02-05 09:09:04.667628+00:00,Senior Officer-000001
438,Reject application,2025-02-05 09:08:20.505962+00:00,2025-02-05 09:08:20.505962+00:00,2025-02-05 09:18:33.329368+00:00,Applicant-000001
443,Appraise property,2025-02-05 09:10:03.412212+00:00,2025-02-05 09:10:03.412212+00:00,2025-02-05 10:13:25.029979+00:00,Clerk-000001
444,AML check,2025-02-05 09:11:47.934607+00:00,2025-02-05 09:11:47.934607+00:00,2025-02-05 09:17:12.064738+00:00,Clerk-000007
441,Check application form completeness,2025-02-05 09:13:19.325052+00:00,2025-02-05 09:13:19.325053+00:00,2025-02-05 09:15:20.127125+00:00,Appraiser-000001
441,Check credit history,2025-02-05 09:15:20.127125+00:00,2025-02-05 09:15:20.127125+00:00,2025-02-05 09:52:24.619087+00:00,AML Investigator-000002
436,AML check,2025-02-05 09:15:38.237280+00:00,2025-02-05 09:15:38.237280+00:00,2025-02-05 09:31:50.868241+00:00,Clerk-000004
444,Assess loan risk,2025-02-05 09:17:12.064738+00:00,2025-02-05 09:17:12.064738+00:00,2025-02-05 09:30:22.482357+00:00,Loan Officer-000001
422,Approve application,2025-02-05 09:17:39.474638+00:00,2025-02-05 09:17:39.474639+00:00,2025-02-05 09:22:21.346490+00:00,Clerk-000006
442,Appraise property,2025-02-05 09:27:19.596413+00:00,2025-02-05 09:27:19.596413+00:00,2025-02-05 10:48:12.938612+00:00,Clerk-000005
444,Reject application,2025-02-05 09:30:23.789709+00:00,2025-02-05 09:30:23.789709+00:00,2025-02-05 09:33:42.518635+00:00,Appraiser-000002
421,Cancel application,2025-02-05 09:30:23.790036+00:00,2025-02-05 09:30:23.790035+00:00,2025-02-05 09:32:58.568766+00:00,AML Investigator-000001
436,Assess loan risk,2025-02-05 09:31:50.868241+00:00,2025-02-05 09:31:50.868241+00:00,2025-02-05 09:43:55.372014+00:00,Senior Officer-000001
445,Check application form completeness,2025-02-05 09:40:07.299149+00:00,2025-02-05 09:40:07.299149+00:00,2025-02-05 09:46:24.550522+00:00,Clerk-000003
436,Reject application,2025-02-05 09:45:26.769340+00:00,2025-02-05 09:45:26.769340+00:00,2025-02-05 09:48:49.636767+00:00,Senior Officer-000002
445,Check credit history,2025-02-05 09:46:24.550522+00:00,2025-02-05 09:46:24.550522+00:00,2025-02-05 09:47:11.930024+00:00,Loan Officer-000003
445,AML check,2025-02-05 09:47:11.930024+00:00,2025-02-05 09:47:11.930024+00:00,2025-02-05 10:33:32.786898+00:00,Clerk-000008
441,AML check,2025-02-05 09:52:24.619087+00:00,2025-02-05 09:52:24.619087+00:00,2025-02-05 10:09:37.704546+00:00,Appraiser-000001
446,Check application form completeness,2025-02-05 10:00:14.521053+00:00,2025-02-05 10:00:14.521053+00:00,2025-02-05 10:19:54.461798+00:00,Loan Officer-000002
441,Assess loan risk,2025-02-05 10:09:37.704546+00:00,2025-02-05 10:09:37.704546+00:00,2025-02-05 10:21:38.772832+00:00,Clerk-000007
443,Assess loan risk,2025-02-05 10:13:25.029979+00:00,2025-02-05 10:13:25.029979+00:00,2025-02-05 10:29:36.692586+00:00,Clerk-000002
446,Check credit history,2025-02-05 10:19:54.461798+00:00,2025-02-05 10:19:54.461798+00:00,2025-02-05 10:24:37.011805+00:00,Applicant-000001
441,Design loan offer,2025-02-05 10:21:38.772832+00:00,2025-02-05 10:21:38.772832+00:00,2025-02-05 10:21:41.442925+00:00,Clerk-000006
441,Approve loan offer,2025-02-05 10:21:41.442925+00:00,2025-02-05 10:21:41.442925+00:00,2025-02-05 10:26:31.745164+00:00,Loan Officer-000004
446,Appraise property,2025-02-05 10:24:37.011805+00:00,2025-02-05 10:24:37.011805+00:00,2025-02-05 10:46:43.751173+00:00,Loan Officer-000001
441,Cancel application,2025-02-05 10:27:33.767604+00:00,2025-02-05 10:27:33.767604+00:00,2025-02-05 10:32:02.672702+00:00,Clerk-000004
443,Design loan offer,2025-02-05 10:29:36.692586+00:00,2025-02-05 10:29:36.692586+00:00,2025-02-05 11:06:43.077483+00:00,AML Investigator-000001
447,Check application form completeness,2025-02-05 10:30:00.007849+00:00,2025-02-05 10:30:00.007849+00:00,2025-02-05 10:30:23.973826+00:00,Appraiser-000002
447,Check credit history,2025-02-05 10:30:23.973826+00:00,2025-02-05 10:30:23.973826+00:00,2025-02-05 10:30:25.800326+00:00,Senior Officer-000001
447,Appraise property,2025-02-05 10:30:25.800326+00:00,2025-02-05 10:30:25.800326+00:00,2025-02-05 10:32:30.616493+00:00,Clerk-000003
447,Assess loan risk,2025-02-05 10:32:30.616493+00:00,2025-02-05 10:32:30.616493+00:00,2025-02-05 10:35:20.717076+00:00,Loan Officer-000003
445,Assess loan risk,2025-02-05 10:33:32.786898+00:00,2025-02-05 10:33:32.786898+00:00,2025-02-05 10:52:17.333457+00:00,Senior Officer-000002
447,Design loan offer,2025-02-05 10:35:20.717076+00:00,2025-02-05 10:35:20.717076+00:00,2025-02-05 10:40:53.346240+00:00,AML Investigator-000002
447,Approve loan offer,2025-02-05 10:40:53.346240+00:00,2025-02-05 10:40:53.346240+00:00,2025-02-05 10:45:47.046177+00:00,Appraiser-000001
446,Assess loan risk,2025-02-05 10:46:43.751173+00:00,2025-02-05 10:46:43.751173+00:00,2025-02-05 10:54:25.931480+00:00,Clerk-000001
442,Assess loan risk,2025-02-05 10:48:12.938612+00:00,2025-02-05 10:48:12.938612+00:00,2025-02-05 11:00:33.486575+00:00,Loan Officer-000002
445,Design loan offer,2025-02-05 10:52:17.333457+00:00,2025-02-05 10:52:17.333457+00:00,2025-02-05 11:04:09.385109+00:00,Clerk-000007
448,Check application form completeness,2025-02-05 11:00:00.004991+00:00,2025-02-05 11:00:00.004991+00:00,2025-02-05 11:14:26.956885+00:00,Clerk-000006
442,Reject application,2025-02-05 11:00:35.078868+00:00,2025-02-05 11:00:35.078868+00:00,2025-02-05 11:00:37.984536+00:00,Applicant-000001
445,Approve loan offer,2025-02-05 11:04:09.385109+00:00,2025-02-05 11:04:09.385109+00:00,2025-02-05 11:04:39.112278+00:00,Loan Officer-000004
445,Approve application,2025-02-05 11:04:39.112278+00:00,2025-02-05 11:04:39.112278+00:00,2025-02-05 11:07:51.510321+00:00,Clerk-000002
443,Approve loan offer,2025-02-05 11:06:43.077483+00:00,2025-02-05 11:06:43.077483+00:00,2025-02-05 11:10:25.900929+00:00,Appraiser-000002
443,Cancel application,2025-02-05 11:10:25.901099+00:00,2025-02-05 11:10:25.901099+00:00,2025-02-05 11:11:54.687766+00:00,Senior Officer-000001
448,Check credit history,2025-02-05 11:14:26.956885+00:00,2025-02-05 11:14:26.956885+00:00,2025-02-05 11:17:25.068030+00:00,Clerk-000004
448,AML check,2025-02-05 11:17:25.068030+00:00,2025-02-05 11:17:25.068030+00:00,2025-02-05 11:28:29.959839+00:00,Clerk-000003
448,Assess loan risk,2025-02-05 11:28:29.959839+00:00,2025-02-05 11:28:29.959839+00:00,2025-02-05 11:32:27.802104+00:00,Clerk-000008
448,Design loan offer,2025-02-05 11:32:27.802104+00:00,2025-02-05 11:32:27.802104+00:00,2025-02-05 11:35:34.303130+00:00,Loan Officer-000003
448,Approve loan offer,2025-02-05 11:35:34.303130+00:00,2025-02-05 11:35:34.303130+00:00,2025-02-05 11:52:50.575339+00:00,AML Investigator-000002
446,Reject application,2025-02-05 11:36:27.848919+00:00,2025-02-05 11:36:27.848919+00:00,2025-02-05 11:38:42.215462+00:00,Appraiser-000001
449,Check application form completeness,2025-02-05 11:37:39.653709+00:00,2025-02-05 11:37:39.653709+00:00,2025-02-05 12:17:46.071759+00:00,Loan Officer-000001
450,Check application form completeness,2025-02-05 12:00:00.016566+00:00,2025-02-05 12:00:00.016566+00:00,2025-02-05 12:00:10.516000+00:00,Clerk-000005
450,Check credit history,2025-02-05 12:00:10.516000+00:00,2025-02-05 12:00:10.516000+00:00,2025-02-05 12:16:21.959140+00:00,Senior Officer-000002
450,AML check,2025-02-05 12:16:21.959140+00:00,2025-02-05 12:16:21.959140+00:00,2025-02-05 13:38:35.337389+00:00,Clerk-000001
448,Cancel application,2025-02-05 12:17:35.396141+00:00,2025-02-05 12:17:35.396140+00:00,2025-02-05 12:24:16.348173+00:00,Loan Officer-000002
449,Return application back to applicant,2025-02-05 12:17:46.071759+00:00,2025-02-05 12:17:46.071759+00:00,2025-02-05 12:20:21.178318+00:00,Applicant-000001
449,Applicant completes form,2025-02-05 12:20:21.178318+00:00,2025-02-05 12:20:21.178318+00:00,2025-02-05 13:13:39.566675+00:00,Clerk-000007
451,Check application form completeness,2025-02-05 12:31:17.314535+00:00,2025-02-05 12:31:17.314535+00:00,2025-02-05 13:13:33.650167+00:00,Loan Officer-000004
452,Check application form completeness,2025-02-05 13:00:00.000000+00:00,2025-02-05 13:12:00.000000+00:00,2025-02-05 14:51:42.786272+00:00,AML Investigator-000001
451,Check credit history,2025-02-05 13:13:33.650167+00:00,2025-02-05 13:13:33.650167+00:00,2025-02-05 13:13:55.950317+00:00,Clerk-000002
449,Check application form completeness,2025-02-05 13:13:39.566675+00:00,2025-02-05 13:13:39.566675+00:00,2025-02-05 13:13:41.462591+00:00,Appraiser-000002
449,Check credit history,2025-02-05 13:13:41.462591+00:00,2025-02-05 13:13:41.462591+00:00,2025-02-05 13:14:11.580249+00:00,Senior Officer-000001
451,Appraise property,2025-02-05 13:13:55.950317+00:00,2025-02-05 13:13:55.950317+00:00,2025-02-05 13:16:05.757853+00:00,Clerk-000006
449,Appraise property,2025-02-05 13:14:11.580249+00:00,2025-02-05 13:14:11.580249+00:00,2025-02-05 13:14:58.131865+00:00,Clerk-000004
449,Assess loan risk,2025-02-05 13:14:58.131865+00:00,2025-02-05 13:14:58.131865+00:00,2025-02-05 13:29:50.614587+00:00,Clerk-000003
451,Assess loan risk,2025-02-05 13:16:05.757853+00:00,2025-02-05 13:16:05.757853+00:00,2025-02-05 13:25:16.867683+00:00,Clerk-000008
451,Reject application,2025-02-05 13:27:24.463944+00:00,2025-02-05 13:27:24.463944+00:00,2025-02-05 13:27:40.853887+00:00,Loan Officer-000003
449,Design loan offer,2025-02-05 13:29:50.614587+00:00,2025-02-05 13:29:50.614587+00:00,2025-02-05 13:30:23.709135+00:00,Appraiser-000001
449,Approve loan offer,2025-02-05 13:30:23.709135+00:00,2025-02-05 13:30:23.709135+00:00,2025-02-05 13:37:11.867529+00:00,AML Investigator-000002
453,Check application form completeness,2025-02-05 13:30:31.726190+00:00,2025-02-05 13:30:31.726190+00:00,2025-02-05 13:31:57.499985+00:00,Clerk-000005
453,Check credit history,2025-02-05 13:31:57.499985+00:00,2025-02-05 13:31:57.499985+00:00,2025-02-05 13:46:55.701728+00:00,Senior Officer-000002
450,Assess loan risk,2025-02-05 13:38:35.337389+00:00,2025-02-05 13:38:35.337389+00:00,2025-02-05 13:58:08.308432+00:00,Loan Officer-000001
449,Approve application,2025-02-05 13:39:52.757803+00:00,2025-02-05 13:39:52.757803+00:00,2025-02-05 13:41:56.621425+00:00,Applicant-000001
453,Appraise property,2025-02-05 13:46:55.701728+00:00,2025-02-05 13:46:55.701728+00:00,2025-02-05 13:46:58.653373+00:00,Loan Officer-000002
453,Assess loan risk,2025-02-05 13:46:58.653373+00:00,2025-02-05 13:46:58.653373+00:00,2025-02-05 13:47:30.588195+00:00,Loan Officer-000004
453,Design loan offer,2025-02-05 13:47:30.588195+00:00,2025-02-05 13:47:30.588195+00:00,2025-02-05 13:48:37.289202+00:00,Clerk-000007
453,Approve loan offer,2025-02-05 13:48:37.289202+00:00,2025-02-05 13:48:37.289202+00:00,2025-02-05 13:58:24.455316+00:00,Appraiser-000002
453,Cancel application,2025-02-05 13:58:24.455316+00:00,2025-02-05 13:58:24.455316+00:00,2025-02-05 13:58:41.334996+00:00,Clerk-000002
454,Check application form completeness,2025-02-05 14:00:00.000000+00:00,2025-02-05 14:00:00.000000+00:00,2025-02-05 14:50:58.693429+00:00,Senior Officer-000001
450,Reject application,2025-02-05 14:05:45.236200+00:00,2025-02-05 14:24:00.000000+00:00,2025-02-05 14:25:38.139951+00:00,Clerk-000004
432,Cancel application,2025-02-05 14:27:41.128778+00:00,2025-02-05 14:27:41.128778+00:00,2025-02-05 14:29:30.855355+00:00,Clerk-000006
455,Check application form completeness,2025-02-05 14:30:00.000000+00:00,2025-02-05 14:30:00.000000+00:00,2025-02-05 14:38:07.079785+00:00,Clerk-000008
455,Check credit history,2025-02-05 14:38:07.079785+00:00,2025-02-05 14:38:07.079785+00:00,2025-02-06 07:58:18.675218+00:00,Loan Officer-000003
440,Check application form completeness,2025-02-05 14:39:28.205372+00:00,2025-02-05 14:39:28.205372+00:00,2025-02-06 09:06:02.007225+00:00,Clerk-000003
454,Check credit history,2025-02-05 14:50:58.693429+00:00,2025-02-05 14:50:58.693429+00:00,2025-02-06 09:27:19.728131+00:00,Appraiser-000001
452,Check credit history,2025-02-05 14:51:42.786272+00:00,2025-02-05 14:51:42.786272+00:00,2025-02-06 07:58:32.923211+00:00,Clerk-000005
456,Check application form completeness,2025-02-05 15:00:00.000000+00:00,2025-02-05 15:00:00.000000+00:00,2025-02-06 09:41:20.381303+00:00,AML Investigator-000002
457,Check application form completeness,2025-02-05 15:30:33.468991+00:00,2025-02-06 07:48:00.000000+00:00,2025-02-06 07:49:58.843245+00:00,Clerk-000001
447,Approve application,2025-02-05 16:42:12.108820+00:00,2025-02-06 07:48:00.000000+00:00,2025-02-06 07:53:40.087860+00:00,Applicant-000001
427,Cancel application,2025-02-06 00:25:45.162878+00:00,2025-02-06 07:48:00.000000+00:00,2025-02-06 07:50:12.151299+00:00,Senior Officer-000002
435,Cancel application,2025-02-06 05:49:06.791983+00:00,2025-02-06 07:48:00.000000+00:00,2025-02-06 07:52:38.894009+00:00,Loan Officer-000002
458,Check application form completeness,2025-02-06 07:00:00.000000+00:00,2025-02-06 07:48:00.000000+00:00,2025-02-06 07:48:10.868508+00:00,Loan Officer-000004
459,Check application form completeness,2025-02-06 07:30:00.000000+00:00,2025-02-06 07:48:00.000000+00:00,2025-02-06 07:49:07.287217+00:00,Clerk-000007
458,Check credit history,2025-02-06 07:48:10.868508+00:00,2025-02-06 07:48:10.868508+00:00,2025-02-06 09:30:07.714583+00:00,Loan Officer-000001
459,Check credit history,2025-02-06 07:49:07.287217+00:00,2025-02-06 07:49:07.287217+00:00,2025-02-06 07:49:08.243735+00:00,Appraiser-000002
459,Appraise property,2025-02-06 07:49:08.243735+00:00,2025-02-06 07:49:08.243735+00:00,2025-02-06 09:00:45.064449+00:00,Clerk-000002
457,Check credit history,2025-02-06 07:49:58.843245+00:00,2025-02-06 07:49:58.843245+00:00,2025-02-06 09:17:58.338622+00:00,Clerk-000004
455,Appraise property,2025-02-06 07:58:18.675218+00:00,2025-02-06 07:58:18.675218+00:00,2025-02-06 09:26:26.216979+00:00,Clerk-000006
452,Appraise property,2025-02-06 07:58:32.923211+00:00,2025-02-06 07:58:32.923211+00:00,2025-02-06 09:22:31.772146+00:00,Clerk-000008
460,Check application form completeness,2025-02-06 08:00:08.857282+00:00,2025-02-06 09:00:00.000000+00:00,2025-02-06 09:05:54.170409+00:00,Senior Officer-000001
461,Check application form completeness,2025-02-06 08:30:00.000000+00:00,2025-02-06 09:00:00.000000+00:00,2025-02-06 09:04:35.282766+00:00,AML Investigator-000001
462,Check application form completeness,2025-02-06 09:00:00.000506+00:00,2025-02-06 09:00:00.000506+00:00,2025-02-06 09:11:56.067158+00:00,Loan Officer-000004
459,Assess loan risk,2025-02-06 09:00:45.064449+00:00,2025-02-06 09:00:45.064449+00:00,2025-02-06 09:12:17.403670+00:00,Clerk-000007
461,Check credit history,2025-02-06 09:04:35.282766+00:00,2025-02-06 09:04:35.282766+00:00,2025-02-06 09:22:35.325131+00:00,Appraiser-000002
460,Check credit history,2025-02-06 09:05:54.170409+00:00,2025-02-06 09:05:54.170409+00:00,2025-02-06 09:08:06.089071+00:00,Clerk-000001
440,Check credit history,2025-02-06 09:06:02.007225+00:00,2025-02-06 09:06:02.007225+00:00,2025-02-06 10:07:08.197241+00:00,Senior Officer-000002
460,Appraise property,2025-02-06 09:08:06.089071+00:00,2025-02-06 09:08:06.089071+00:00,2025-02-06 09:26:08.913938+00:00,Loan Officer-000002
462,Check credit history,2025-02-06 09:11:56.067158+00:00,2025-02-06 09:11:56.067158+00:00,2025-02-06 09:51:24.758450+00:00,Applicant-000001
457,Appraise property,2025-02-06 09:17:58.338622+00:00,2025-02-06 09:17:58.338622+00:00,2025-02-06 09:31:13.362928+00:00,Loan Officer-000003
452,Assess loan risk,2025-02-06 09:22:31.772146+00:00,2025-02-06 09:22:31.772146+00:00,2025-02-06 09:39:01.952331+00:00,Clerk-000005
461,AML check,2025-02-06 09:22:35.325131+00:00,2025-02-06 09:22:35.325131+00:00,2025-02-06 09:28:19.962638+00:00,Clerk-000002
460,Assess loan risk,2025-02-06 09:26:08.913938+00:00,2025-02-06 09:26:08.913938+00:00,2025-02-06 09:31:10.674270+00:00,AML Investigator-000001
455,Assess loan risk,2025-02-06 09:26:26.216979+00:00,2025-02-06 09:26:26.216979+00:00,2025-02-06 09:32:51.059277+00:00,Senior Officer-000001
454,Appraise property,2025-02-06 09:27:19.728131+00:00,2025-02-06 09:27:19.728131+00:00,2025-02-06 09:27:21.236050+00:00,Clerk-000003
454,Assess loan risk,2025-02-06 09:27:21.236050+00:00,2025-02-06 09:27:21.236050+00:00,2025-02-06 09:40:59.398935+00:00,Clerk-000001
461,Assess loan risk,2025-02-06 09:28:19.962638+00:00,2025-02-06 09:28:19.962638+00:00,2025-02-06 09:34:08.570758+00:00,Loan Officer-000004
458,Appraise property,2025-02-06 09:30:07.714583+00:00,2025-02-06 09:30:07.714583+00:00,2025-02-06 09:54:32.640307+00:00,Clerk-000007
460,Design loan offer,2025-02-06 09:31:10.674270+00:00,2025-02-06 09:31:10.674270+00:00,2025-02-06 09:31:49.756169+00:00,Clerk-000004
457,Assess loan risk,2025-02-06 09:31:13.362928+00:00,2025-02-06 09:31:13.362928+00:00,2025-02-06 09:47:27.440826+00:00,Clerk-000008
460,Approve loan offer,2025-02-06 09:31:49.756169+00:00,2025-02-06 09:31:49.756169+00:00,2025-02-06 09:32:04.019984+00:00,Appraiser-000002
460,Cancel application,2025-02-06 09:32:07.739508+00:00,2025-02-06 09:32:07.739508+00:00,2025-02-06 09:37:02.804767+00:00,Loan Officer-000002
461,Design loan offer,2025-02-06 09:34:08.570758+00:00,2025-02-06 09:34:08.570758+00:00,2025-02-06 09:37:20.602794+00:00,Clerk-000006
